Date,Time,Material,Thickness,OrigSqYds,BatchNumber,RollNumber,ChangeNumber,CalDate,CoilWidth,CoilNumber,OvenPosition,TolPlus,TolMinus,Inspector,Length_good,Length_thkScrap,Length_thkReclass,Length_VS_blisters,Length_VS_contamination,Length_VS_gas,Length_VS_holes,Length_VS_lumps,Length_VS_paperBreaks,Length_VS_paperSplice,Length_VS_shiny,Length_VS_slitterDefects,Length_VS_tapeInCoil,Length_VS_wrinkles,Length_VS_width,Length_VS_other,Length_VS_salvageScrap,Variance,Comments,THK1,THK2,Station,Salvage Scrap Value
6/16/2015,5:04 PM,D218,0.05,65,003-368,3,E47,5/8/2015,4,21,0,3,3,JI,510,,,,,,,,,9,,,,21,,,,-5,,"0,0.052,0.051,0.051,0.05,0.0505,0.0505,0.0505,0.0495,0.05,0.05,0.05,0.0515,0.0495,0.05,0.0505,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.051,0.05,0.05,0.05,0.05,0.05,0.0495,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.051,0.0495,0.05,0.05,0.05,0.05,0.05,0.049,0.049,0.05,0.049,0.0495,0.0495,0.0495,0.049,0.049,0.0495,0.0495,0.051,0.049,0.0495,0.05,0.0505,0.051,0.051,0.05,0.05,0.0505,0.0505,0.05,0.05,0.0505,0.0505,0.05,0.05,0.0505,0.05,0.05,0.0505,0.0505,0.05,0.05,0.05,0.0505,0.0505,0.05,0.05,0.0505,0.05,0.05,0.05,0.0505,0.05,0.05,0.05,0.05,0.0495,0.05,0.05,0.049,0.0495,0.0505,0.051,0.051,0.051,0.051,0.0535,0.052,0.051,0.0505,0.051,0.051,0.0505,0.0505,0.0505,0.051,0.0505,0.05,0.051,0.05,0.05,0.05,0.05,0.05,0.0505,0.051,0.05,0.05,0.0505,0.051,0.0505,0.0505,0.05,0.0505,0.051,0.0505,0.0495,0.0505,0.051,0.051,0,0.0515,0.0515,0.051,0.0505,0.0515,0.0505,0.0505,0.0505,0.05,0.05,0.0505,0.05,0.05,0.05,0.05,0.0505,0.0505,0.05,0.05,0.0505,0.0505,0.05,0.05,0.0505,0.0505,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0505,0.0505,0.05,0.05,0.05,0.0505,0.0505,0.05,0.05,0.0505,0.0505,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0495,0.05,0.05,0.0495,0.0495,0.05,0.051,0.052,0,0.051,0.0515,0.051,0.0505,0.0505,0.0505,0.05,0.0505,0.05,0.0505,0.0505,0.05,0.05,0.0505,0.05,0.05,0.0505,0.05,0.05,0.05,0.05,0.0495,0.05,0.05,0.05,0.05,0.05,0.0505,0.0505,0.051,0,0.0515,0.0515,0.0505,0.0505,0.051,0.0505,0.05,0.05,0.0505,0.0505,0.0505,0.05,0.05,0.0505,0.0505,0.0505,0.05,0.05,0.0505,0.05,0.0505,0.05,0.05,0.05,0.0505,0.05,0.0505,0.0505,0.0505,0.05,0.05,0.0505,0.0505,0.05,0.0495,0.05,0.0505,0.05,0.0575,-0.0035,0.0515,0.052,0.0515,0.051,0.0505,0.051,0.0505,0.0505,0.051,0.0515,0.0505,0.051,0.051,0.051,0.051,0.0505,0.051,0.0515,0.051,0.0505,0.0505,0.051,0.051,0.0505,0.05,0.0505,0.051,0.051,0.05,0.05,0.0505,0.051,0.0505,0.05,0.051,0.051,0.05,0.05,0.0505,0.051,0.051,0.0515,0,0.051,0.052,0.051,0.051,0.0505,0.051,0.05,0.05,0.051,0.051,0.0505,0.051,0.051,0.05,0.0505,0.0505,0.0505,0.0505,0,0.051,0.051,0.051,0.05,0.05,0.0505,0.0505,0.0505,0.05,0.05,0.05,0.051,0.0505,0.05,0.0505,0.051,0.0505,0.0515,0.05,0.051,0.0485,0.05,0.0505,0.0505,0.051,0.05,0.05,0.05,0.051,0.051,0.05,0.05,0.0505,0.0505,0.052,0.052","0,0.051,0.051,0.0505,0.05,0.05,0.05,0.05,0.05,0.0495,0.05,0.05,0.05,0.05,0.0495,0.05,0.05,0.05,0.0495,0.0495,0.05,0.05,0.05,0.0495,0.0495,0.05,0.05,0.05,0.0495,0.0495,0.05,0.05,0.0495,0.0495,0.05,0.05,0.05,0.0495,0.0495,0.05,0.05,0.0495,0.05,0.0495,0.05,0.05,0.05,0.0495,0.0495,0.05,0.049,0.0495,0.0495,0.05,0.0495,0.049,0.049,0.0495,0.0495,0.0495,0.05,0.05,0.0505,0.051,0.0505,0.05,0.05,0.05,0.05,0.05,0.0495,0.05,0.05,0.0495,0.0495,0.0505,0.05,0.0495,0.05,0.05,0.0495,0.05,0.0495,0.0495,0.05,0.0495,0.049,0.05,0.0495,0.0495,0.05,0.05,0.05,0.0495,0.0495,0.0495,0.049,0.0495,0.0495,0.049,0.05,0.05,0.05,0.0495,0.051,0.051,0.0515,0.0515,0.051,0.0505,0.051,0.051,0.0515,0.05,0.0505,0.0505,0.0505,0.05,0.0505,0.05,0.05,0.051,0.05,0.05,0.0505,0.0505,0.05,0.0495,0.05,0.0505,0.0505,0.05,0.05,0.05,0.0505,0.05,0.05,0.05,0.051,0.051,0,0.051,0.0515,0.051,0.05,0.05,0.0505,0.0505,0.0505,0.05,0.05,0.0505,0.05,0.05,0.05,0.05,0.0505,0.0505,0.05,0.0495,0.0505,0.0505,0.05,0.05,0.05,0.0505,0.05,0.05,0.0495,0.05,0.05,0.05,0.05,0.05,0.05,0.0505,0.05,0.0495,0.05,0.0505,0.05,0.05,0.05,0.05,0.0505,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0495,0.0495,0.05,0.05,0.05,0.0495,0.05,0.05,0.0495,0.05,0.052,0.0505,0.0505,0,0.051,0.051,0.051,0.05,0.05,0.05,0.05,0.0505,0.05,0.05,0.0505,0.05,0.05,0.0505,0.05,0.05,0.05,0.05,0.05,0.05,0.0495,0.05,0.0495,0.0495,0.05,0.05,0.0495,0.0495,0.0505,0.0505,0,0.051,0.051,0.0505,0.0505,0.0505,0.0505,0.05,0.05,0.05,0.0505,0.05,0.0495,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0495,0.05,0.05,0.05,0.05,0.0495,0.0495,0.05,0.05,0.0495,0.0495,0.05,0.05,0.0505,0,0.051,0.0515,0.051,0.0505,0.05,0.0505,0.0505,0.05,0.05,0.051,0.0505,0.051,0.05,0.0505,0.05,0.05,0.05,0.0505,0.0505,0.05,0.05,0.05,0.0505,0.05,0.05,0.05,0.0505,0.0505,0.05,0.05,0.05,0.0505,0.05,0.05,0.05,0.0505,0.05,0.05,0.05,0.05,0.051,0.051,0,0.0505,0.052,0.051,0.0505,0.0505,0.051,0.05,0.05,0.051,0.051,0.05,0.051,0.051,0.0505,0.05,0.05,0.05,0.05,-0.0005,0.051,0.051,0.0515,0.051,0.0505,0.0505,0.051,0.0515,0.052,0.05,0.0505,0.051,0.051,0.05,0.0505,0.051,0.051,0.051,0.05,0.051,0.051,0.05,0.05,0.0505,0.051,0.0505,0.05,0.05,0.051,0.051,0.0505,0.05,0.0495,0.0505,0.052,0.051",1,$0 
